   15     6     5  1.3e-11 1.7e-11 1.9e-11 1.9e-11 1.9e-11 2.0e-11 1.7e-11 1.8e-11 1.9e-11 1.9e-11 2.0e-11 2.0e-11 2.1e-11 2.1e-11
   16     7     1  2.1e-12 2.1e-12 2.3e-12 2.7e-12 3.0e-12 3.6e-12 3.7e-12 5.0e-12 5.8e-12 6.5e-12 7.3e-12 7.8e-12 8.1e-12 8.3e-12
   17     7     2  1.6e-12 1.6e-12 2.1e-12 2.5e-12 2.9e-12 3.7e-12 3.7e-12 4.5e-12 4.8e-12 5.0e-12 5.2e-12 5.3e-12 5.4e-12 5.4e-12
   18     7     3  2.2e-11 2.1e-11 2.2e-11 2.3e-11 2.4e-11 2.6e-11 2.5e-11 3.0e-11 3.4e-11 3.7e-11 4.1e-11 4.3e-11 4.5e-11 4.7e-11
   19     7     4  4.1e-12 5.2e-12 6.7e-12 7.7e-12 8.6e-12 1.1e-11 9.5e-12 1.1e-11 1.2e-11 1.2e-11 1.2e-11 1.3e-11 1.3e-11 1.3e-11
   20     7     5  1.1e-10 1.1e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 8.9e-11 9.1e-11 9.5e-11 1.0e-10 1.1e-10 1.1e-10 1.2e-10 1.2e-10
   21     7     6  1.7e-11 1.8e-11 1.9e-11 1.9e-11 2.0e-11 2.3e-11 1.8e-11 1.9e-11 2.0e-11 2.0e-11 2.1e-11 2.1e-11 2.2e-11 2.2e-11
   22     8     1  4.1e-13 4.1e-13 5.5e-13 5.5e-13 8.2e-13 1.2e-12 9.3e-13 1.2e-12 1.3e-12 1.3e-12 1.4e-12 1.4e-12 1.5e-12 1.5e-12
   23     8     2  4.0e-12 4.7e-12 5.5e-12 6.2e-12 6.9e-12 8.2e-12 8.1e-12 1.1e-11 1.3e-11 1.5e-11 1.7e-11 1.8e-11 1.9e-11 1.9e-11
   24     8     3  2.2e-12 2.6e-12 3.3e-12 4.0e-12 4.9e-12 7.1e-12 5.1e-12 6.2e-12 6.8e-12 7.1e-12 7.4e-12 7.6e-12 7.7e-12 7.8e-12
   25     8     4  2.3e-11 2.6e-11 2.8e-11 2.9e-11 3.0e-11 3.2e-11 2.9e-11 3.5e-11 3.9e-11 4.2e-11 4.6e-11 5.0e-11 5.2e-11 5.4e-11
   26     8     5  4.2e-12 6.4e-12 8.9e-12 1.1e-11 1.2e-11 1.6e-11 1.0e-11 1.2e-11 1.3e-11 1.3e-11 1.4e-11 1.4e-11 1.5e-11 1.5e-11
   27     8     6  8.9e-11 1.1e-10 1.1e-10 1.1e-10 1.1e-10 1.1e-10 9.3e-11 9.4e-11 9.8e-11 1.0e-10 1.1e-10 1.2e-10 1.2e-10 1.3e-10
   28     8     7  1.1e-11 1.7e-11 2.1e-11 2.2e-11 2.4e-11 2.8e-11 1.8e-11 1.9e-11 2.0e-11 2.1e-11 2.2e-11 2.2e-11 2.3e-11 2.3e-11
   29     9     1  1.3e-13 1.6e-13 2.4e-13 2.9e-13 4.3e-13 6.5e-13 1.5e-12 2.2e-12 2.8e-12 3.3e-12 3.9e-12 4.3e-12 4.6e-12 4.8e-12
   30     9     2  5.9e-13 6.5e-13 9.4e-13 1.0e-12 1.5e-12 2.4e-12 2.2e-12 2.9e-12 3.3e-12 3.5e-12 3.7e-12 3.8e-12 3.9e-12 3.9e-12
   31     9     3  2.2e-12 2.7e-12 3.6e-12 4.5e-12 5.3e-12 6.9e-12 1.1e-11 1.4e-11 1.7e-11 1.9e-11 2.2e-11 2.4e-11 2.6e-11 2.7e-11
   32     9     4  9.7e-13 1.4e-12 2.1e-12 2.7e-12 3.6e-12 4.9e-12 6.0e-12 7.4e-12 8.0e-12 8.5e-12 8.9e-12 9.2e-12 9.4e-12 9.6e-12
   33     9     5  5.2e-12 7.7e-12 1.1e-11 1.4e-11 1.6e-11 2.0e-11 3.3e-11 3.8e-11 4.2e-11 4.5e-11 5.0e-11 5.4e-11 5.6e-11 5.8e-11
   34     9     6  1.5e-12 2.5e-12 4.1e-12 5.1e-12 6.6e-12 8.5e-12 1.1e-11 1.3e-11 1.3e-11 1.4e-11 1.5e-11 1.5e-11 1.6e-11 1.6e-11
   35     9     7  1.5e-11 2.7e-11 4.4e-11 5.4e-11 6.1e-11 7.0e-11 9.8e-11 9.7e-11 1.0e-10 1.0e-10 1.1e-10 1.2e-10 1.2e-10 1.3e-10
   36     9     8  4.8e-12 7.9e-12 1.1e-11 1.2e-11 1.4e-11 1.6e-11 1.9e-11 2.0e-11 2.1e-11 2.2e-11 2.2e-11 2.3e-11 2.4e-11 2.4e-11
   37    10     1  7.4e-14 9.1e-14 1.4e-13 1.8e-13 2.7e-13 4.4e-13 6.0e-13 8.1e-13 9.2e-13 9.9e-13 1.1e-12 1.1e-12 1.1e-12 1.2e-12
   38    10     2  2.3e-13 2.9e-13 4.5e-13 5.7e-13 8.6e-13 1.4e-12 3.5e-12 5.0e-12 6.4e-12 7.6e-12 9.3e-12 1.0e-11 1.1e-11 1.2e-11
   39    10     3  5.6e-13 6.7e-13 1.0e-12 1.2e-12 1.8e-12 2.9e-12 3.2e-12 4.2e-12 4.7e-12 5.0e-12 5.3e-12 5.6e-12 5.7e-12 5.8e-12
   40    10     4  1.9e-12 2.4e-12 3.5e-12 4.5e-12 5.5e-12 7.3e-12 1.3e-11 1.7e-11 2.0e-11 2.2e-11 2.6e-11 2.8e-11 3.0e-11 3.1e-11
   41    10     5  7.6e-13 1.2e-12 1.9e-12 2.5e-12 3.5e-12 4.9e-12 6.9e-12 8.4e-12 9.1e-12 9.6e-12 1.0e-11 1.1e-11 1.1e-11 1.1e-11
   42    10     6  4.1e-12 6.5e-12 1.0e-11 1.3e-11 1.6e-11 2.0e-11 3.8e-11 4.2e-11 4.5e-11 4.8e-11 5.3e-11 5.7e-11 6.0e-11 6.2e-11
   43    10     7  1.1e-12 2.1e-12 3.6e-12 4.7e-12 6.2e-12 8.1e-12 1.2e-11 1.3e-11 1.4e-11 1.5e-11 1.6e-11 1.6e-11 1.7e-11 1.7e-11
   44    10     8  1.1e-11 2.3e-11 3.9e-11 5.0e-11 5.7e-11 6.7e-11 1.0e-10 1.0e-10 1.0e-10 1.1e-10 1.1e-10 1.2e-10 1.2e-10 1.3e-10
   45    10     9  3.6e-12 6.5e-12 9.6e-12 1.1e-11 1.3e-11 1.5e-11 1.9e-11 2.0e-11 2.1e-11 2.2e-11 2.3e-11 2.4e-11 2.5e-11 2.5e-11
   46    11     1  4.1e-14 5.1e-14 8.2e-14 1.1e-13 1.7e-13 3.0e-13 7.8e-13 1.2e-12 1.5e-12 1.9e-12 2.4e-12 2.7e-12 3.0e-12 3.1e-12
   47    11     2  1.3e-13 1.6e-13 2.6e-13 3.4e-13 5.5e-13 9.4e-13 1.5e-12 2.1e-12 2.4e-12 2.6e-12 2.8e-12 2.9e-12 3.0e-12 3.1e-12
   48    11     3  2.2e-13 3.0e-13 4.9e-13 6.4e-13 1.0e-12 1.7e-12 4.9e-12 6.9e-12 8.7e-12 1.0e-11 1.3e-11 1.5e-11 1.6e-11 1.7e-11
   49    11     4  4.8e-13 6.0e-13 9.9e-13 1.2e-12 1.9e-12 3.1e-12 4.1e-12 5.2e-12 5.8e-12 6.2e-12 6.7e-12 7.0e-12 7.2e-12 7.4e-12
   50    11     5  1.5e-12 2.1e-12 3.2e-12 4.3e-12 5.4e-12 7.3e-12 1.6e-11 1.9e-11 2.2e-11 2.5e-11 2.9e-11 3.1e-11 3.3e-11 3.5e-11
   51    11     6  5.9e-13 1.0e-12 1.7e-12 2.4e-12 3.3e-12 4.8e-12 8.1e-12 9.3e-12 1.0e-11 1.1e-11 1.1e-11 1.2e-11 1.2e-11 1.2e-11
   52    11     7  3.2e-12 5.5e-12 9.3e-12 1.2e-11 1.5e-11 1.9e-11 4.2e-11 4.5e-11 4.8e-11 5.1e-11 5.5e-11 5.9e-11 6.2e-11 6.4e-11
   53    11     8  8.7e-13 1.7e-12 3.2e-12 4.3e-12 5.7e-12 7.7e-12 1.3e-11 1.4e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11 1.8e-11 1.8e-11
   54    11     9  8.5e-12 1.9e-11 3.5e-11 4.5e-11 5.3e-11 6.4e-11 1.1e-10 1.0e-10 1.1e-10 1.1e-10 1.1e-10 1.2e-10 1.3e-10 1.3e-10
   55    11    10  2.8e-12 5.3e-12 8.4e-12 1.0e-11 1.2e-11 1.4e-11 1.9e-11 2.1e-11 2.2e-11 2.2e-11 2.3e-11 2.4e-11 2.5e-11 2.6e-11
   56    12     1  2.3e-14 2.8e-14 4.8e-14 6.5e-14 1.1e-13 2.0e-13 3.8e-13 5.6e-13 6.5e-13 7.2e-13 7.9e-13 8.4e-13 8.7e-13 8.9e-13
   57    12     2  7.0e-14 9.0e-14 1.5e-13 2.1e-13 3.5e-13 6.4e-13 1.8e-12 2.8e-12 3.6e-12 4.4e-12 5.7e-12 6.7e-12 7.4e-12 7.8e-12
   58    12     3  1.3e-13 1.7e-13 2.9e-13 3.9e-13 6.5e-13 1.1e-12 2.2e-12 3.0e-12 3.5e-12 3.8e-12 4.1e-12 4.4e-12 4.5e-12 4.6e-12
   59    12     4  1.9e-13 2.7e-13 4.7e-13 6.4e-13 1.0e-12 1.8e-12 6.1e-12 8.2e-12 1.0e-11 1.2e-11 1.5e-11 1.7e-11 1.9e-11 2.0e-11
   60    12     5  3.9e-13 5.2e-13 9.2e-13 1.1e-12 1.8e-12 3.1e-12 4.8e-12 6.0e-12 6.7e-12 7.1e-12 7.8e-12 8.1e-12 8.4e-12 8.6e-12
   61    12     6  1.2e-12 1.8e-12 2.9e-12 4.1e-12 5.2e-12 7.2e-12 1.8e-11 2.1e-11 2.4e-11 2.6e-11 3.1e-11 3.3e-11 3.6e-11 3.7e-11
   62    12     7  4.6e-13 8.4e-13 1.5e-12 2.2e-12 3.1e-12 4.6e-12 8.9e-12 1.0e-11 1.1e-11 1.1e-11 1.2e-11 1.3e-11 1.3e-11 1.3e-11
   63    12     8  2.5e-12 4.5e-12 8.2e-12 1.1e-11 1.4e-11 1.8e-11 4.5e-11 4.7e-11 5.0e-11 5.3e-11 5.7e-11 6.1e-11 6.4e-11 6.6e-11
   64    12     9  6.6e-13 1.4e-12 2.8e-12 3.9e-12 5.3e-12 7.3e-12 1.4e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11 1.8e-11 1.8e-11 1.9e-11
   65    12    10  6.6e-12 1.5e-11 3.1e-11 4.1e-11 4.9e-11 6.1e-11 1.1e-10 1.0e-10 1.1e-10 1.1e-10 1.1e-10 1.2e-10 1.3e-10 1.3e-10
   66    12    11  2.1e-12 4.3e-12 7.3e-12 9.2e-12 1.1e-11 1.4e-11 1.9e-11 2.1e-11 2.2e-11 2.2e-11 2.4e-11 2.5e-11 2.5e-11 2.6e-11
   67    13     1  1.2e-14 1.6e-14 2.8e-14 3.9e-14 7.1e-14 1.4e-13 4.2e-13 6.6e-13 8.9e-13 1.1e-12 1.5e-12 1.8e-12 2.0e-12 2.1e-12
   68    13     2  3.9e-14 5.1e-14 9.0e-14 1.2e-13 2.2e-13 4.3e-13 9.7e-13 1.4e-12 1.7e-12 1.9e-12 2.1e-12 2.3e-12 2.4e-12 2.5e-12
   69    13     3  7.0e-14 9.4e-14 1.7e-13 2.3e-13 4.1e-13 7.8e-13 2.5e-12 3.7e-12 4.9e-12 6.0e-12 7.9e-12 9.3e-12 1.0e-11 1.1e-11
   70    13     4  1.1e-13 1.5e-13 2.8e-13 3.9e-13 6.6e-13 1.2e-12 2.7e-12 3.7e-12 4.3e-12 4.7e-12 5.2e-12 5.5e-12 5.8e-12 5.9e-12
   71    13     5  1.6e-13 2.3e-13 4.4e-13 6.1e-13 1.0e-12 1.8e-12 7.1e-12 9.2e-12 1.1e-11 1.3e-11 1.7e-11 1.9e-11 2.1e-11 2.2e-11
   72    13     6  3.2e-13 4.4e-13 8.3e-13 1.0e-12 1.7e-12 3.0e-12 5.3e-12 6.5e-12 7.3e-12 7.9e-12 8.6e-12 9.0e-12 9.4e-12 9.6e-12
   73    13     7  9.7e-13 1.5e-12 2.6e-12 3.8e-12 4.9e-12 7.0e-12 1.9e-11 2.2e-11 2.5e-11 2.8e-11 3.2e-11 3.5e-11 3.7e-11 3.9e-11
   74    13     8  3.6e-13 7.0e-13 1.3e-12 2.0e-12 2.9e-12 4.3e-12 9.4e-12 1.0e-11 1.1e-11 1.2e-11 1.3e-11 1.3e-11 1.4e-11 1.4e-11
   75    13     9  1.9e-12 3.8e-12 7.3e-12 1.0e-11 1.3e-11 1.7e-11 4.7e-11 4.9e-11 5.2e-11 5.4e-11 5.9e-11 6.2e-11 6.5e-11 6.8e-11
   76    13    10  5.2e-13 1.2e-12 2.5e-12 3.5e-12 4.9e-12 6.8e-12 1.4e-11 1.5e-11 1.6e-11 1.6e-11 1.7e-11 1.8e-11 1.9e-11 1.9e-11
   77    13    11  5.1e-12 1.3e-11 2.7e-11 3.7e-11 4.5e-11 5.7e-11 1.1e-10 1.1e-10 1.1e-10 1.1e-10 1.2e-10 1.2e-10 1.3e-10 1.3e-10
   78    13    12  1.6e-12 3.5e-12 6.4e-12 8.2e-12 1.0e-11 1.3e-11 2.0e-11 2.1e-11 2.2e-11 2.3e-11 2.4e-11 2.5e-11 2.6e-11 2.7e-11
   79    14     1  6.9e-15 8.9e-15 1.7e-14 2.4e-14 4.5e-14 9.3e-14 2.5e-13 4.1e-13 5.0e-13 5.6e-13 6.4e-13 6.9e-13 7.3e-13 7.5e-13
   80    14     2  2.2e-14 2.8e-14 5.3e-14 7.5e-14 1.4e-13 2.9e-13 9.9e-13 1.6e-12 2.1e-12 2.7e-12 3.6e-12 4.4e-12 5.0e-12 5.4e-12
   81    14     3  3.9e-14 5.3e-14 9.9e-14 1.4e-13 2.6e-13 5.2e-13 1.4e-12 2.1e-12 2.5e-12 2.8e-12 3.2e-12 3.5e-12 3.6e-12 3.8e-12
   82    14     4  6.1e-14 8.6e-14 1.6e-13 2.3e-13 4.2e-13 8.2e-13 3.1e-12 4.5e-12 5.8e-12 7.1e-12 9.4e-12 1.1e-11 1.2e-11 1.3e-11
   83    14     5  9.1e-14 1.3e-13 2.6e-13 3.7e-13 6.5e-13 1.2e-12 3.1e-12 4.2e-12 4.9e-12 5.4e-12 6.0e-12 6.5e-12 6.8e-12 7.0e-12
   84    14     6  1.3e-13 2.0e-13 3.9e-13 5.7e-13 9.7e-13 1.8e-12 8.0e-12 1.0e-11 1.3e-11 1.5e-11 1.8e-11 2.0e-11 2.2e-11 2.4e-11
   85    14     7  2.5e-13 3.8e-13 7.4e-13 9.5e-13 1.6e-12 2.9e-12 5.9e-12 7.1e-12 7.9e-12 8.4e-12 9.2e-12 9.8e-12 1.0e-11 1.0e-11
   86    14     8  7.8e-13 1.3e-12 2.4e-12 3.5e-12 4.6e-12 6.7e-12 2.0e-11 2.4e-11 2.7e-11 2.9e-11 3.3e-11 3.6e-11 3.9e-11 4.1e-11
   87    14     9  2.9e-13 5.8e-13 1.2e-12 1.8e-12 2.7e-12 4.1e-12 1.0e-11 1.1e-11 1.2e-11 1.2e-11 1.3e-11 1.4e-11 1.4e-11 1.5e-11
   88    14    10  1.5e-12 3.2e-12 6.4e-12 9.2e-12 1.2e-11 1.7e-11 4.7e-11 5.0e-11 5.3e-11 5.6e-11 6.0e-11 6.3e-11 6.6e-11 6.9e-11
   89    14    11  4.0e-13 9.5e-13 2.2e-12 3.2e-12 4.5e-12 6.4e-12 1.6e-11 1.6e-11 1.7e-11 1.7e-11 1.8e-11 1.9e-11 1.9e-11 2.0e-11
   90    14    12  4.0e-12 1.0e-11 2.3e-11 3.3e-11 4.2e-11 5.4e-11 1.0e-10 1.0e-10 1.1e-10 1.1e-10 1.2e-10 1.2e-10 1.3e-10 1.3e-10
   91    14    13  1.3e-12 2.9e-12 5.5e-12 7.4e-12 9.2e-12 1.2e-11 2.2e-11 2.3e-11 2.3e-11 2.4e-11 2.5e-11 2.6e-11 2.6e-11 2.7e-11
   92    15     1  3.8e-15 5.0e-15 9.8e-15 1.4e-14 2.9e-14 6.3e-14 2.3e-13 3.9e-13 5.3e-13 6.7e-13 9.4e-13 1.2e-12 1.3e-12 1.5e-12
   93    15     2  1.2e-14 1.6e-14 3.1e-14 4.5e-14 9.1e-14 2.0e-13 6.5e-13 1.0e-12 1.3e-12 1.5e-12 1.7e-12 1.9e-12 2.0e-12 2.1e-12
   94    15     3  2.2e-14 3.0e-14 5.8e-14 8.5e-14 1.7e-13 3.6e-13 1.4e-12 2.2e-12 3.0e-12 3.7e-12 5.0e-12 6.1e-12 7.0e-12 7.7e-12
   95    15     4  3.5e-14 4.8e-14 9.6e-14 1.4e-13 2.7e-13 5.6e-13 1.8e-12 2.6e-12 3.2e-12 3.5e-12 4.1e-12 4.4e-12 4.6e-12 4.8e-12
   96    15     5  5.2e-14 7.5e-14 1.5e-13 2.2e-13 4.1e-13 8.2e-13 3.7e-12 5.2e-12 6.6e-12 8.0e-12 1.0e-11 1.2e-11 1.4e-11 1.5e-11
   97    15     6  7.5e-14 1.1e-13 2.3e-13 3.4e-13 6.1e-13 1.2e-12 3.7e-12 4.8e-12 5.5e-12 6.0e-12 6.7e-12 7.2e-12 7.6e-12 7.8e-12
   98    15     7  1.1e-13 1.7e-13 3.5e-13 5.2e-13 9.1e-13 1.7e-12 8.9e-12 1.1e-11 1.4e-11 1.6e-11 1.9e-11 2.2e-11 2.4e-11 2.5e-11
   99    15     8  2.1e-13 3.2e-13 6.6e-13 8.7e-13 1.5e-12 2.8e-12 6.7e-12 7.8e-12 8.5e-12 9.0e-12 9.8e-12 1.0e-11 1.1e-11 1.1e-11
  100    15     9  6.3e-13 1.1e-12 2.1e-12 3.2e-12 4.3e-12 6.4e-12 2.1e-11 2.5e-11 2.8e-11 3.0e-11 3.4e-11 3.7e-11 4.0e-11 4.2e-11
  101    15    10  2.3e-13 4.9e-13 1.0e-12 1.6e-12 2.5e-12 3.9e-12 1.1e-11 1.2e-11 1.3e-11 1.3e-11 1.4e-11 1.4e-11 1.5e-11 1.5e-11
  102    15    11  1.2e-12 2.6e-12 5.6e-12 8.3e-12 1.1e-11 1.6e-11 4.6e-11 5.1e-11 5.4e-11 5.7e-11 6.1e-11 6.4e-11 6.7e-11 7.0e-11
  103    15    12  3.2e-13 7.9e-13 1.9e-12 2.8e-12 4.1e-12 6.0e-12 1.7e-11 1.7e-11 1.7e-11 1.8e-11 1.8e-11 1.9e-11 2.0e-11 2.0e-11
  104    15    13  3.2e-12 8.7e-12 2.0e-11 3.0e-11 3.8e-11 5.0e-11 9.8e-11 1.0e-10 1.1e-10 1.1e-10 1.2e-10 1.2e-10 1.3e-10 1.3e-10
  105    15    14  1.0e-12 2.4e-12 4.8e-12 6.6e-12 8.4e-12 1.1e-11 2.2e-11 2.3e-11 2.4e-11 2.4e-11 2.5e-11 2.6e-11 2.7e-11 2.7e-11
  106    16     1  2.1e-15 2.8e-15 5.8e-15 8.6e-15 1.8e-14 4.3e-14 1.7e-13 2.9e-13 3.8e-13 4.4e-13 5.1e-13 5.7e-13 6.0e-13 6.3e-13
  107    16     2  6.6e-15 8.9e-15 1.8e-14 2.7e-14 5.8e-14 1.3e-13 5.8e-13 9.7e-13 1.3e-12 1.6e-12 2.3e-12 2.9e-12 3.4e-12 3.8e-12
  108    16     3  1.2e-14 1.7e-14 3.4e-14 5.2e-14 1.1e-13 2.4e-13 9.6e-13 1.5e-12 1.9e-12 2.2e-12 2.6e-12 2.8e-12 3.0e-12 3.2e-12
  109    16     4  1.9e-14 2.7e-14 5.7e-14 8.5e-14 1.7e-13 3.8e-13 1.9e-12 2.8e-12 3.6e-12 4.4e-12 6.0e-12 7.4e-12 8.5e-12 9.4e-12
  110    16     5  2.9e-14 4.3e-14 8.9e-14 1.3e-13 2.6e-13 5.6e-13 2.2e-12 3.1e-12 3.7e-12 4.1e-12 4.7e-12 5.2e-12 5.5e-12 5.7e-12
  111    16     6  4.3e-14 6.5e-14 1.4e-13 2.1e-13 3.9e-13 8.0e-13 4.4e-12 5.9e-12 7.4e-12 8.8e-12 1.1e-11 1.3e-11 1.5e-11 1.6e-11
  112    16     7  6.2e-14 9.8e-14 2.1e-13 3.2e-13 5.8e-13 1.1e-12 4.2e-12 5.3e-12 6.0e-12 6.5e-12 7.3e-12 7.8e-12 8.2e-12 8.5e-12
  113    16     8  8.6e-14 1.4e-13 3.1e-13 4.8e-13 8.4e-13 1.6e-12 9.7e-12 1.2e-11 1.4e-11 1.7e-11 2.0e-11 2.3e-11 2.5e-11 2.6e-11
  114    16     9  1.7e-13 2.7e-13 5.8e-13 7.9e-13 1.4e-12 2.6e-12 7.5e-12 8.5e-12 9.1e-12 9.6e-12 1.0e-11 1.1e-11 1.1e-11 1.2e-11
  115    16    10  5.2e-13 9.1e-13 1.8e-12 2.9e-12 3.9e-12 6.0e-12 2.1e-11 2.6e-11 2.9e-11 3.1e-11 3.5e-11 3.8e-11 4.1e-11 4.3e-11
  116    16    11  1.8e-13 4.1e-13 9.1e-13 1.5e-12 2.2e-12 3.6e-12 1.2e-11 1.3e-11 1.3e-11 1.4e-11 1.4e-11 1.5e-11 1.5e-11 1.6e-11
  117    16    12  9.9e-13 2.2e-12 4.9e-12 7.5e-12 1.0e-11 1.5e-11 4.5e-11 5.2e-11 5.5e-11 5.8e-11 6.2e-11 6.5e-11 6.8e-11 7.0e-11
  118    16    13  2.6e-13 6.6e-13 1.6e-12 2.5e-12 3.7e-12 5.6e-12 1.8e-11 1.8e-11 1.8e-11 1.8e-11 1.9e-11 2.0e-11 2.0e-11 2.1e-11
